humidity,temperature,windspeed,pressure,unixtime
0.8300000000000001,15.01,6.53,1010.7166666666667,1563364800.0
0.8133333333333334,15.0,7.003333333333333,1009.8911111111112,1563368400.0
0.82,15.37,6.853333333333334,1009.0655555555556,1563372000.0
0.8166666666666665,14.793333333333331,6.316666666666667,1008.2400000000001,1563375600.0
0.8500000000000001,13.89,6.260000000000001,1007.9244444444446,1563379200.0
0.8666666666666667,13.516666666666666,4.92,1007.6088888888889,1563382800.0
0.8666666666666667,13.023333333333333,4.446666666666666,1007.2933333333334,1563386400.0
0.89,11.666666666666666,4.47,1007.2633333333334,1563390000.0
0.8966666666666666,11.296666666666667,2.01,1007.2333333333333,1563393600.0
0.88,11.916666666666666,3.6633333333333327,1007.2033333333334,1563397200.0
0.9166666666666666,10.926666666666668,4.62,1007.3277777777778,1563400800.0
0.9066666666666666,10.926666666666668,3.8766666666666665,1007.4522222222223,1563404400.0
0.9233333333333332,11.023333333333333,3.1633333333333327,1007.5766666666667,1563408000.0
0.94,10.926666666666668,3.1300000000000003,1007.7466666666667,1563411600.0
0.8733333333333334,11.666666666666666,4.17,1007.9166666666666,1563415200.0
0.8966666666666666,10.746666666666668,4.043333333333333,1008.0866666666666,1563418800.0
0.8733333333333334,10.926666666666668,4.173333333333333,1008.2833333333333,1563422400.0
0.8733333333333334,10.556666666666667,3.5766666666666667,1008.48,1563426000.0
0.8933333333333332,10.516666666666666,3.236666666666667,1008.6766666666667,1563429600.0
0.9066666666666667,10.37,2.533333333333333,1009.1966666666667,1563433200.0
0.8866666666666667,10.37,3.28,1009.7166666666667,1563436800.0
0.8833333333333333,11.136666666666668,2.0666666666666664,1010.2366666666667,1563440400.0
0.7799999999999999,12.963333333333333,3.426666666666667,1010.0455555555556,1563444000.0
0.7300000000000001,13.703333333333333,3.4266666666666663,1009.8544444444444,1563447600.0
