humidity,temperature,windspeed,pressure,unixtime
0.87,19.916666666666668,2.2433333333333336,1015.9166666666666,1611617838.0
0.89,19.813333333333333,2.3866666666666667,1015.461111111111,1611621438.0
0.89,19.44333333333333,2.0866666666666664,1015.0055555555555,1611625038.0
0.9033333333333333,19.393333333333334,2.546666666666667,1014.5499999999998,1611628638.0
0.91,18.703333333333333,2.6833333333333336,1014.561111111111,1611632238.0
0.9333333333333335,18.703333333333333,2.533333333333333,1014.5722222222222,1611635838.0
0.9,19.526666666666667,2.0666666666666664,1014.5833333333334,1611639438.0
0.86,20.74,2.24,1014.6288888888889,1611643038.0
0.8233333333333333,21.483333333333334,3.58,1014.6744444444446,1611646638.0
0.7766666666666667,21.973333333333333,3.073333333333333,1014.7200000000001,1611650238.0
0.7366666666666667,22.593333333333334,4.92,1014.348888888889,1611653838.0
0.7200000000000001,23.703333333333333,4.7700000000000005,1013.9777777777779,1611657438.0
0.7233333333333333,23.36,4.796666666666666,1013.6066666666667,1611661038.0
0.7366666666666667,23.333333333333332,4.62,1013.0844444444444,1611664638.0
0.75,22.776666666666667,5.513333333333333,1012.5622222222222,1611668238.0
0.77,23.333333333333332,4.843333333333334,1012.04,1611671838.0
0.84,22.036666666666665,4.92,1011.71,1611675438.0
0.91,21.113333333333333,4.47,1011.38,1611679038.0
0.8799999999999999,21.356666666666666,4.523333333333333,1011.0500000000001,1611682638.0
0.8933333333333334,20.183333333333334,4.323333333333333,1011.5244444444445,1611686238.0
0.82,20.55333333333333,5.140000000000001,1011.9988888888889,1611689838.0
0.85,19.783333333333335,4.706666666666667,1012.4733333333334,1611693438.0
0.82,19.44333333333333,5.213333333333334,1012.4088888888889,1611697038.0
0.8466666666666667,19.073333333333334,4.47,1012.3444444444445,1611700638.0
